         #_time (fs)    site                 |m|                 m%x                 m%y                 m%z
      2.56500000E-01       1      1.00000000E+00      1.30077919E-01     -1.06307474E-01      9.85788241E-01
      2.56500000E-01       2      1.00000000E+00     -1.30077919E-01      1.06307474E-01      9.85788241E-01
      2.56600000E-01       1      1.00000000E+00      1.31685347E-01     -1.04092584E-01      9.85811190E-01
      2.56600000E-01       2      1.00000000E+00     -1.31685347E-01      1.04092584E-01      9.85811190E-01
      2.56700000E-01       1      1.00000000E+00      1.33255285E-01     -1.01853566E-01      9.85834104E-01
      2.56700000E-01       2      1.00000000E+00     -1.33255285E-01      1.01853566E-01      9.85834104E-01
      2.56800000E-01       1      1.00000000E+00      1.34787373E-01     -9.95910516E-02      9.85856981E-01
      2.56800000E-01       2      1.00000000E+00     -1.34787373E-01      9.95910516E-02      9.85856981E-01
      2.56900000E-01       1      1.00000000E+00      1.36281263E-01     -9.73056766E-02      9.85879822E-01
      2.56900000E-01       2      1.00000000E+00     -1.36281263E-01      9.73056766E-02      9.85879822E-01
      2.57000000E-01       1      1.00000000E+00      1.37736616E-01     -9.49980831E-02      9.85902626E-01
      2.57000000E-01       2      1.00000000E+00     -1.37736616E-01      9.49980831E-02      9.85902626E-01
      2.57100000E-01       1      1.00000000E+00      1.39153105E-01     -9.26689181E-02      9.85925395E-01
      2.57100000E-01       2      1.00000000E+00     -1.39153105E-01      9.26689181E-02      9.85925395E-01
      2.57200000E-01       1      1.00000000E+00      1.40530414E-01     -9.03188329E-02      9.85948128E-01
      2.57200000E-01       2      1.00000000E+00     -1.40530414E-01      9.03188329E-02      9.85948128E-01
      2.57300000E-01       1      1.00000000E+00      1.41868237E-01     -8.79484836E-02      9.85970825E-01
      2.57300000E-01       2      1.00000000E+00     -1.41868237E-01      8.79484836E-02      9.85970825E-01
      2.57400000E-01       1      1.00000000E+00      1.43166279E-01     -8.55585309E-02      9.85993486E-01
      2.57400000E-01       2      1.00000000E+00     -1.43166279E-01      8.55585309E-02      9.85993486E-01
      2.57500000E-01       1      1.00000000E+00      1.44424258E-01     -8.31496393E-02      9.86016111E-01
      2.57500000E-01       2      1.00000000E+00     -1.44424258E-01      8.31496393E-02      9.86016111E-01
      2.57600000E-01       1      1.00000000E+00      1.45641899E-01     -8.07224777E-02      9.86038700E-01
      2.57600000E-01       2      1.00000000E+00     -1.45641899E-01      8.07224777E-02      9.86038700E-01
      2.57700000E-01       1      1.00000000E+00      1.46818942E-01     -7.82777187E-02      9.86061254E-01
      2.57700000E-01       2      1.00000000E+00     -1.46818942E-01      7.82777187E-02      9.86061254E-01
      2.57800000E-01       1      1.00000000E+00      1.47955137E-01     -7.58160387E-02      9.86083772E-01
      2.57800000E-01       2      1.00000000E+00     -1.47955137E-01      7.58160387E-02      9.86083772E-01
      2.57900000E-01       1      1.00000000E+00      1.49050244E-01     -7.33381173E-02      9.86106255E-01
      2.57900000E-01       2      1.00000000E+00     -1.49050244E-01      7.33381173E-02      9.86106255E-01
      2.58000000E-01       1      1.00000000E+00      1.50104036E-01     -7.08446377E-02      9.86128701E-01
      2.58000000E-01       2      1.00000000E+00     -1.50104036E-01      7.08446377E-02      9.86128701E-01
      2.58100000E-01       1      1.00000000E+00      1.51116295E-01     -6.83362862E-02      9.86151113E-01
      2.58100000E-01       2      1.00000000E+00     -1.51116295E-01      6.83362862E-02      9.86151113E-01
      2.58200000E-01       1      1.00000000E+00      1.52086818E-01     -6.58137518E-02      9.86173489E-01
      2.58200000E-01       2      1.00000000E+00     -1.52086818E-01      6.58137518E-02      9.86173489E-01
      2.58300000E-01       1      1.00000000E+00      1.53015410E-01     -6.32777264E-02      9.86195829E-01
      2.58300000E-01       2      1.00000000E+00     -1.53015410E-01      6.32777264E-02      9.86195829E-01
      2.58400000E-01       1      1.00000000E+00      1.53901889E-01     -6.07289045E-02      9.86218134E-01
      2.58400000E-01       2      1.00000000E+00     -1.53901889E-01      6.07289045E-02      9.86218134E-01
      2.58500000E-01       1      1.00000000E+00      1.54746084E-01     -5.81679829E-02      9.86240404E-01
      2.58500000E-01       2      1.00000000E+00     -1.54746084E-01      5.81679829E-02      9.86240404E-01
      2.58600000E-01       1      1.00000000E+00      1.55547836E-01     -5.55956606E-02      9.86262639E-01
      2.58600000E-01       2      1.00000000E+00     -1.55547836E-01      5.55956606E-02      9.86262639E-01
      2.58700000E-01       1      1.00000000E+00      1.56306998E-01     -5.30126386E-02      9.86284839E-01
      2.58700000E-01       2      1.00000000E+00     -1.56306998E-01      5.30126386E-02      9.86284839E-01
      2.58800000E-01       1      1.00000000E+00      1.57023431E-01     -5.04196195E-02      9.86307003E-01
      2.58800000E-01       2      1.00000000E+00     -1.57023431E-01      5.04196195E-02      9.86307003E-01
      2.58900000E-01       1      1.00000000E+00      1.57697013E-01     -4.78173079E-02      9.86329132E-01
      2.58900000E-01       2      1.00000000E+00     -1.57697013E-01      4.78173079E-02      9.86329132E-01
      2.59000000E-01       1      1.00000000E+00      1.58327631E-01     -4.52064094E-02      9.86351226E-01
      2.59000000E-01       2      1.00000000E+00     -1.58327631E-01      4.52064094E-02      9.86351226E-01
      2.59100000E-01       1      1.00000000E+00      1.58915181E-01     -4.25876312E-02      9.86373286E-01
      2.59100000E-01       2      1.00000000E+00     -1.58915181E-01      4.25876312E-02      9.86373286E-01
      2.59200000E-01       1      1.00000000E+00      1.59459575E-01     -3.99616812E-02      9.86395310E-01
      2.59200000E-01       2      1.00000000E+00     -1.59459575E-01      3.99616812E-02      9.86395310E-01
      2.59300000E-01       1      1.00000000E+00      1.59960734E-01     -3.73292685E-02      9.86417300E-01
      2.59300000E-01       2      1.00000000E+00     -1.59960734E-01      3.73292685E-02      9.86417300E-01
      2.59400000E-01       1      1.00000000E+00      1.60418592E-01     -3.46911025E-02      9.86439254E-01
      2.59400000E-01       2      1.00000000E+00     -1.60418592E-01      3.46911025E-02      9.86439254E-01
      2.59500000E-01       1      1.00000000E+00      1.60833093E-01     -3.20478934E-02      9.86461174E-01
      2.59500000E-01       2      1.00000000E+00     -1.60833093E-01      3.20478934E-02      9.86461174E-01
      2.59600000E-01       1      1.00000000E+00      1.61204194E-01     -2.94003514E-02      9.86483060E-01
      2.59600000E-01       2      1.00000000E+00     -1.61204194E-01      2.94003514E-02      9.86483060E-01
      2.59700000E-01       1      1.00000000E+00      1.61531863E-01     -2.67491870E-02      9.86504910E-01
      2.59700000E-01       2      1.00000000E+00     -1.61531863E-01      2.67491870E-02      9.86504910E-01
      2.59800000E-01       1      1.00000000E+00      1.61816080E-01     -2.40951105E-02      9.86526726E-01
      2.59800000E-01       2      1.00000000E+00     -1.61816080E-01      2.40951105E-02      9.86526726E-01
      2.59900000E-01       1      1.00000000E+00      1.62056836E-01     -2.14388320E-02      9.86548508E-01
      2.59900000E-01       2      1.00000000E+00     -1.62056836E-01      2.14388320E-02      9.86548508E-01
      2.60000000E-01       1      1.00000000E+00      1.62254133E-01     -1.87810609E-02      9.86570255E-01
      2.60000000E-01       2      1.00000000E+00     -1.62254133E-01      1.87810609E-02      9.86570255E-01
      2.60100000E-01       1      1.00000000E+00      1.62407987E-01     -1.61225062E-02      9.86591968E-01
      2.60100000E-01       2      1.00000000E+00     -1.62407987E-01      1.61225062E-02      9.86591968E-01
      2.60200000E-01       1      1.00000000E+00      1.62518424E-01     -1.34638760E-02      9.86613646E-01
      2.60200000E-01       2      1.00000000E+00     -1.62518424E-01      1.34638760E-02      9.86613646E-01
      2.60300000E-01       1      1.00000000E+00      1.62585480E-01     -1.08058772E-02      9.86635290E-01
      2.60300000E-01       2      1.00000000E+00     -1.62585480E-01      1.08058772E-02      9.86635290E-01
      2.60400000E-01       1      1.00000000E+00      1.62609205E-01     -8.14921564E-03      9.86656899E-01
      2.60400000E-01       2      1.00000000E+00     -1.62609205E-01      8.14921564E-03      9.86656899E-01
      2.60500000E-01       1      1.00000000E+00      1.62589660E-01     -5.49459565E-03      9.86678474E-01
      2.60500000E-01       2      1.00000000E+00     -1.62589660E-01      5.49459565E-03      9.86678474E-01
      2.60600000E-01       1      1.00000000E+00      1.62526915E-01     -2.84272003E-03      9.86700016E-01
      2.60600000E-01       2      1.00000000E+00     -1.62526915E-01      2.84272003E-03      9.86700016E-01
      2.60700000E-01       1      1.00000000E+00      1.62421055E-01     -1.94289759E-04      9.86721523E-01
      2.60700000E-01       2      1.00000000E+00     -1.62421055E-01      1.94289759E-04      9.86721523E-01
      2.60800000E-01       1      1.00000000E+00      1.62272173E-01      2.44999614E-03      9.86742996E-01
      2.60800000E-01       2      1.00000000E+00     -1.62272173E-01     -2.44999614E-03      9.86742996E-01
      2.60900000E-01       1      1.00000000E+00      1.62080376E-01      5.08944078E-03      9.86764435E-01
      2.60900000E-01       2      1.00000000E+00     -1.62080376E-01     -5.08944078E-03      9.86764435E-01
      2.61000000E-01       1      1.00000000E+00      1.61845781E-01      7.72334963E-03      9.86785840E-01
      2.61000000E-01       2      1.00000000E+00     -1.61845781E-01     -7.72334963E-03      9.86785840E-01
      2.61100000E-01       1      1.00000000E+00      1.61568516E-01      1.03510307E-02      9.86807211E-01
      2.61100000E-01       2      1.00000000E+00     -1.61568516E-01     -1.03510307E-02      9.86807211E-01
      2.61200000E-01       1      1.00000000E+00      1.61248721E-01      1.29717945E-02      9.86828548E-01
      2.61200000E-01       2      1.00000000E+00     -1.61248721E-01     -1.29717945E-02      9.86828548E-01
      2.61300000E-01       1      1.00000000E+00      1.60886546E-01      1.55849547E-02      9.86849851E-01
      2.61300000E-01       2      1.00000000E+00     -1.60886546E-01     -1.55849547E-02      9.86849851E-01
      2.61400000E-01       1      1.00000000E+00      1.60482153E-01      1.81898279E-02      9.86871121E-01
      2.61400000E-01       2      1.00000000E+00     -1.60482153E-01     -1.81898279E-02      9.86871121E-01
      2.61500000E-01       1      1.00000000E+00      1.60035714E-01      2.07857339E-02      9.86892357E-01
      2.61500000E-01       2      1.00000000E+00     -1.60035714E-01     -2.07857339E-02      9.86892357E-01
      2.61600000E-01       1      1.00000000E+00      1.59547414E-01      2.33719959E-02      9.86913559E-01
      2.61600000E-01       2      1.00000000E+00     -1.59547414E-01     -2.33719959E-02      9.86913559E-01
      2.61700000E-01       1      1.00000000E+00      1.59017446E-01      2.59479406E-02      9.86934727E-01
      2.61700000E-01       2      1.00000000E+00     -1.59017446E-01     -2.59479406E-02      9.86934727E-01
      2.61800000E-01       1      1.00000000E+00      1.58446017E-01      2.85128988E-02      9.86955862E-01
      2.61800000E-01       2      1.00000000E+00     -1.58446017E-01     -2.85128988E-02      9.86955862E-01
      2.61900000E-01       1      1.00000000E+00      1.57833341E-01      3.10662047E-02      9.86976964E-01
      2.61900000E-01       2      1.00000000E+00     -1.57833341E-01     -3.10662047E-02      9.86976964E-01
      2.62000000E-01       1      1.00000000E+00      1.57179646E-01      3.36071971E-02      9.86998032E-01
      2.62000000E-01       2      1.00000000E+00     -1.57179646E-01     -3.36071971E-02      9.86998032E-01
      2.62100000E-01       1      1.00000000E+00      1.56485168E-01      3.61352188E-02      9.87019067E-01
      2.62100000E-01       2      1.00000000E+00     -1.56485168E-01     -3.61352188E-02      9.87019067E-01
      2.62200000E-01       1      1.00000000E+00      1.55750156E-01      3.86496171E-02      9.87040068E-01
      2.62200000E-01       2      1.00000000E+00     -1.55750156E-01     -3.86496171E-02      9.87040068E-01
      2.62300000E-01       1      1.00000000E+00      1.54974868E-01      4.11497438E-02      9.87061036E-01
      2.62300000E-01       2      1.00000000E+00     -1.54974868E-01     -4.11497438E-02      9.87061036E-01
      2.62400000E-01       1      1.00000000E+00      1.54159572E-01      4.36349558E-02      9.87081971E-01
      2.62400000E-01       2      1.00000000E+00     -1.54159572E-01     -4.36349558E-02      9.87081971E-01
      2.62500000E-01       1      1.00000000E+00      1.53304546E-01      4.61046144E-02      9.87102872E-01
      2.62500000E-01       2      1.00000000E+00     -1.53304546E-01     -4.61046144E-02      9.87102872E-01
      2.62600000E-01       1      1.00000000E+00      1.52410081E-01      4.85580866E-02      9.87123741E-01
      2.62600000E-01       2      1.00000000E+00     -1.52410081E-01     -4.85580866E-02      9.87123741E-01
      2.62700000E-01       1      1.00000000E+00      1.51476474E-01      5.09947442E-02      9.87144576E-01
      2.62700000E-01       2      1.00000000E+00     -1.51476474E-01     -5.09947442E-02      9.87144576E-01
      2.62800000E-01       1      1.00000000E+00      1.50504035E-01      5.34139646E-02      9.87165378E-01
      2.62800000E-01       2      1.00000000E+00     -1.50504035E-01     -5.34139646E-02      9.87165378E-01
      2.62900000E-01       1      1.00000000E+00      1.49493082E-01      5.58151308E-02      9.87186147E-01
      2.62900000E-01       2      1.00000000E+00     -1.49493082E-01     -5.58151308E-02      9.87186147E-01
      2.63000000E-01       1      1.00000000E+00      1.48443944E-01      5.81976316E-02      9.87206884E-01
      2.63000000E-01       2      1.00000000E+00     -1.48443944E-01     -5.81976316E-02      9.87206884E-01
      2.63100000E-01       1      1.00000000E+00      1.47356959E-01      6.05608614E-02      9.87227587E-01
      2.63100000E-01       2      1.00000000E+00     -1.47356959E-01     -6.05608614E-02      9.87227587E-01
      2.63200000E-01       1      1.00000000E+00      1.46232475E-01      6.29042209E-02      9.87248258E-01
      2.63200000E-01       2      1.00000000E+00     -1.46232475E-01     -6.29042209E-02      9.87248258E-01
      2.63300000E-01       1      1.00000000E+00      1.45070850E-01      6.52271170E-02      9.87268895E-01
      2.63300000E-01       2      1.00000000E+00     -1.45070850E-01     -6.52271170E-02      9.87268895E-01
      2.63400000E-01       1      1.00000000E+00      1.43872450E-01      6.75289628E-02      9.87289500E-01
      2.63400000E-01       2      1.00000000E+00     -1.43872450E-01     -6.75289628E-02      9.87289500E-01
      2.63500000E-01       1      1.00000000E+00      1.42637650E-01      6.98091780E-02      9.87310073E-01
      2.63500000E-01       2      1.00000000E+00     -1.42637650E-01     -6.98091780E-02      9.87310073E-01
      2.63600000E-01       1      1.00000000E+00      1.41366837E-01      7.20671889E-02      9.87330612E-01
      2.63600000E-01       2      1.00000000E+00     -1.41366837E-01     -7.20671889E-02      9.87330612E-01
      2.63700000E-01       1      1.00000000E+00      1.40060403E-01      7.43024285E-02      9.87351119E-01
      2.63700000E-01       2      1.00000000E+00     -1.40060403E-01     -7.43024285E-02      9.87351119E-01
      2.63800000E-01       1      1.00000000E+00      1.38718753E-01      7.65143368E-02      9.87371594E-01
      2.63800000E-01       2      1.00000000E+00     -1.38718753E-01     -7.65143368E-02      9.87371594E-01
      2.63900000E-01       1      1.00000000E+00      1.37342297E-01      7.87023608E-02      9.87392036E-01
      2.63900000E-01       2      1.00000000E+00     -1.37342297E-01     -7.87023608E-02      9.87392036E-01
      2.64000000E-01       1      1.00000000E+00      1.35931456E-01      8.08659549E-02      9.87412445E-01
      2.64000000E-01       2      1.00000000E+00     -1.35931456E-01     -8.08659549E-02      9.87412445E-01
      2.64100000E-01       1      1.00000000E+00      1.34486659E-01      8.30045805E-02      9.87432822E-01
      2.64100000E-01       2      1.00000000E+00     -1.34486659E-01     -8.30045805E-02      9.87432822E-01
      2.64200000E-01       1      1.00000000E+00      1.33008343E-01      8.51177067E-02      9.87453167E-01
      2.64200000E-01       2      1.00000000E+00     -1.33008343E-01     -8.51177067E-02      9.87453167E-01
      2.64300000E-01       1      1.00000000E+00      1.31496953E-01      8.72048101E-02      9.87473479E-01
      2.64300000E-01       2      1.00000000E+00     -1.31496953E-01     -8.72048101E-02      9.87473479E-01
      2.64400000E-01       1      1.00000000E+00      1.29952945E-01      8.92653751E-02      9.87493759E-01
      2.64400000E-01       2      1.00000000E+00     -1.29952945E-01     -8.92653751E-02      9.87493759E-01
      2.64500000E-01       1      1.00000000E+00      1.28376778E-01      9.12988939E-02      9.87514007E-01
      2.64500000E-01       2      1.00000000E+00     -1.28376778E-01     -9.12988939E-02      9.87514007E-01
      2.64600000E-01       1      1.00000000E+00      1.26768923E-01      9.33048666E-02      9.87534223E-01
      2.64600000E-01       2      1.00000000E+00     -1.26768923E-01     -9.33048666E-02      9.87534223E-01
      2.64700000E-01       1      1.00000000E+00      1.25129857E-01      9.52828014E-02      9.87554407E-01
      2.64700000E-01       2      1.00000000E+00     -1.25129857E-01     -9.52828014E-02      9.87554407E-01
      2.64800000E-01       1      1.00000000E+00      1.23460065E-01      9.72322150E-02      9.87574559E-01
      2.64800000E-01       2      1.00000000E+00     -1.23460065E-01     -9.72322150E-02      9.87574559E-01
      2.64900000E-01       1      1.00000000E+00      1.21760039E-01      9.91526319E-02      9.87594678E-01
      2.64900000E-01       2      1.00000000E+00     -1.21760039E-01     -9.91526319E-02      9.87594678E-01
      2.65000000E-01       1      1.00000000E+00      1.20030280E-01      1.01043586E-01      9.87614766E-01
      2.65000000E-01       2      1.00000000E+00     -1.20030280E-01     -1.01043586E-01      9.87614766E-01
      2.65100000E-01       1      1.00000000E+00      1.18271293E-01      1.02904618E-01      9.87634822E-01
      2.65100000E-01       2      1.00000000E+00     -1.18271293E-01     -1.02904618E-01      9.87634822E-01
      2.65200000E-01       1      1.00000000E+00      1.16483594E-01      1.04735279E-01      9.87654845E-01
      2.65200000E-01       2      1.00000000E+00     -1.16483594E-01     -1.04735279E-01      9.87654845E-01
      2.65300000E-01       1      1.00000000E+00      1.14667702E-01      1.06535128E-01      9.87674838E-01
      2.65300000E-01       2      1.00000000E+00     -1.14667702E-01     -1.06535128E-01      9.87674838E-01
      2.65400000E-01       1      1.00000000E+00      1.12824145E-01      1.08303734E-01      9.87694798E-01
      2.65400000E-01       2      1.00000000E+00     -1.12824145E-01     -1.08303734E-01      9.87694798E-01
      2.65500000E-01       1      1.00000000E+00      1.10953457E-01      1.10040673E-01      9.87714726E-01
      2.65500000E-01       2      1.00000000E+00     -1.10953457E-01     -1.10040673E-01      9.87714726E-01
      2.65600000E-01       1      1.00000000E+00      1.09056179E-01      1.11745532E-01      9.87734623E-01
      2.65600000E-01       2      1.00000000E+00     -1.09056179E-01     -1.11745532E-01      9.87734623E-01
      2.65700000E-01       1      1.00000000E+00      1.07132857E-01      1.13417905E-01      9.87754489E-01
      2.65700000E-01       2      1.00000000E+00     -1.07132857E-01     -1.13417905E-01      9.87754489E-01
      2.65800000E-01       1      1.00000000E+00      1.05184045E-01      1.15057398E-01      9.87774322E-01
      2.65800000E-01       2      1.00000000E+00     -1.05184045E-01     -1.15057398E-01      9.87774322E-01
      2.65900000E-01       1      1.00000000E+00      1.03210301E-01      1.16663625E-01      9.87794124E-01
      2.65900000E-01       2      1.00000000E+00     -1.03210301E-01     -1.16663625E-01      9.87794124E-01
      2.66000000E-01       1      1.00000000E+00      1.01212190E-01      1.18236209E-01      9.87813895E-01
      2.66000000E-01       2      1.00000000E+00     -1.01212190E-01     -1.18236209E-01      9.87813895E-01
      2.66100000E-01       1      1.00000000E+00      9.91902828E-02      1.19774782E-01      9.87833634E-01
      2.66100000E-01       2      1.00000000E+00     -9.91902828E-02     -1.19774782E-01      9.87833634E-01
      2.66200000E-01       1      1.00000000E+00      9.71451543E-02      1.21278989E-01      9.87853342E-01
      2.66200000E-01       2      1.00000000E+00     -9.71451543E-02     -1.21278989E-01      9.87853342E-01
      2.66300000E-01       1      1.00000000E+00      9.50773860E-02      1.22748480E-01      9.87873019E-01
      2.66300000E-01       2      1.00000000E+00     -9.50773860E-02     -1.22748480E-01      9.87873019E-01
      2.66400000E-01       1      1.00000000E+00      9.29875641E-02      1.24182918E-01      9.87892664E-01
      2.66400000E-01       2      1.00000000E+00     -9.29875641E-02     -1.24182918E-01      9.87892664E-01
      2.66500000E-01       1      1.00000000E+00      9.08762801E-02      1.25581975E-01      9.87912278E-01
      2.66500000E-01       2      1.00000000E+00     -9.08762801E-02     -1.25581975E-01      9.87912278E-01
      2.66600000E-01       1      1.00000000E+00      8.87441299E-02      1.26945332E-01      9.87931861E-01
      2.66600000E-01       2      1.00000000E+00     -8.87441299E-02     -1.26945332E-01      9.87931861E-01
      2.66700000E-01       1      1.00000000E+00      8.65917143E-02      1.28272683E-01      9.87951413E-01
      2.66700000E-01       2      1.00000000E+00     -8.65917143E-02     -1.28272683E-01      9.87951413E-01
      2.66800000E-01       1      1.00000000E+00      8.44196387E-02      1.29563728E-01      9.87970933E-01
      2.66800000E-01       2      1.00000000E+00     -8.44196387E-02     -1.29563728E-01      9.87970933E-01
      2.66900000E-01       1      1.00000000E+00      8.22285126E-02      1.30818179E-01      9.87990423E-01
      2.66900000E-01       2      1.00000000E+00     -8.22285126E-02     -1.30818179E-01      9.87990423E-01
      2.67000000E-01       1      1.00000000E+00      8.00189497E-02      1.32035760E-01      9.88009881E-01
      2.67000000E-01       2      1.00000000E+00     -8.00189497E-02     -1.32035760E-01      9.88009881E-01
      2.67100000E-01       1      1.00000000E+00      7.77915680E-02      1.33216202E-01      9.88029309E-01
      2.67100000E-01       2      1.00000000E+00     -7.77915680E-02     -1.33216202E-01      9.88029309E-01
      2.67200000E-01       1      1.00000000E+00      7.55469888E-02      1.34359248E-01      9.88048706E-01
      2.67200000E-01       2      1.00000000E+00     -7.55469888E-02     -1.34359248E-01      9.88048706E-01
      2.67300000E-01       1      1.00000000E+00      7.32858374E-02      1.35464652E-01      9.88068072E-01
      2.67300000E-01       2      1.00000000E+00     -7.32858374E-02     -1.35464652E-01      9.88068072E-01
      2.67400000E-01       1      1.00000000E+00      7.10087426E-02      1.36532177E-01      9.88087407E-01
      2.67400000E-01       2      1.00000000E+00     -7.10087426E-02     -1.36532177E-01      9.88087407E-01
      2.67500000E-01       1      1.00000000E+00      6.87163363E-02      1.37561597E-01      9.88106711E-01
      2.67500000E-01       2      1.00000000E+00     -6.87163363E-02     -1.37561597E-01      9.88106711E-01
      2.67600000E-01       1      1.00000000E+00      6.64092537E-02      1.38552697E-01      9.88125984E-01
      2.67600000E-01       2      1.00000000E+00     -6.64092537E-02     -1.38552697E-01      9.88125984E-01
      2.67700000E-01       1      1.00000000E+00      6.40881328E-02      1.39505272E-01      9.88145227E-01
      2.67700000E-01       2      1.00000000E+00     -6.40881328E-02     -1.39505272E-01      9.88145227E-01
      2.67800000E-01       1      1.00000000E+00      6.17536144E-02      1.40419128E-01      9.88164440E-01
      2.67800000E-01       2      1.00000000E+00     -6.17536144E-02     -1.40419128E-01      9.88164440E-01
      2.67900000E-01       1      1.00000000E+00      5.94063422E-02      1.41294081E-01      9.88183621E-01
      2.67900000E-01       2      1.00000000E+00     -5.94063422E-02     -1.41294081E-01      9.88183621E-01
      2.68000000E-01       1      1.00000000E+00      5.70469619E-02      1.42129957E-01      9.88202772E-01
      2.68000000E-01       2      1.00000000E+00     -5.70469619E-02     -1.42129957E-01      9.88202772E-01
      2.68100000E-01       1      1.00000000E+00      5.46761217E-02      1.42926596E-01      9.88221893E-01
      2.68100000E-01       2      1.00000000E+00     -5.46761217E-02     -1.42926596E-01      9.88221893E-01
      2.68200000E-01       1      1.00000000E+00      5.22944718E-02      1.43683844E-01      9.88240983E-01
      2.68200000E-01       2      1.00000000E+00     -5.22944718E-02     -1.43683844E-01      9.88240983E-01
      2.68300000E-01       1      1.00000000E+00      4.99026644E-02      1.44401562E-01      9.88260043E-01
      2.68300000E-01       2      1.00000000E+00     -4.99026644E-02     -1.44401562E-01      9.88260043E-01
      2.68400000E-01       1      1.00000000E+00      4.75013533E-02      1.45079619E-01      9.88279073E-01
      2.68400000E-01       2      1.00000000E+00     -4.75013533E-02     -1.45079619E-01      9.88279073E-01
      2.68500000E-01       1      1.00000000E+00      4.50911940E-02      1.45717896E-01      9.88298072E-01
      2.68500000E-01       2      1.00000000E+00     -4.50911940E-02     -1.45717896E-01      9.88298072E-01
      2.68600000E-01       1      1.00000000E+00      4.26728431E-02      1.46316285E-01      9.88317041E-01
      2.68600000E-01       2      1.00000000E+00     -4.26728431E-02     -1.46316285E-01      9.88317041E-01
      2.68700000E-01       1      1.00000000E+00      4.02469586E-02      1.46874687E-01      9.88335980E-01
      2.68700000E-01       2      1.00000000E+00     -4.02469586E-02     -1.46874687E-01      9.88335980E-01
      2.68800000E-01       1      1.00000000E+00      3.78141995E-02      1.47393016E-01      9.88354888E-01
      2.68800000E-01       2      1.00000000E+00     -3.78141995E-02     -1.47393016E-01      9.88354888E-01
      2.68900000E-01       1      1.00000000E+00      3.53752257E-02      1.47871196E-01      9.88373767E-01
      2.68900000E-01       2      1.00000000E+00     -3.53752257E-02     -1.47871196E-01      9.88373767E-01
      2.69000000E-01       1      1.00000000E+00      3.29306975E-02      1.48309162E-01      9.88392615E-01
      2.69000000E-01       2      1.00000000E+00     -3.29306975E-02     -1.48309162E-01      9.88392615E-01
      2.69100000E-01       1      1.00000000E+00      3.04812759E-02      1.48706858E-01      9.88411434E-01
      2.69100000E-01       2      1.00000000E+00     -3.04812759E-02     -1.48706858E-01      9.88411434E-01
      2.69200000E-01       1      1.00000000E+00      2.80276222E-02      1.49064243E-01      9.88430222E-01
      2.69200000E-01       2      1.00000000E+00     -2.80276222E-02     -1.49064243E-01      9.88430222E-01
      2.69300000E-01       1      1.00000000E+00      2.55703978E-02      1.49381282E-01      9.88448981E-01
      2.69300000E-01       2      1.00000000E+00     -2.55703978E-02     -1.49381282E-01      9.88448981E-01
      2.69400000E-01       1      1.00000000E+00      2.31102640E-02      1.49657955E-01      9.88467709E-01
      2.69400000E-01       2      1.00000000E+00     -2.31102640E-02     -1.49657955E-01      9.88467709E-01
      2.69500000E-01       1      1.00000000E+00      2.06478818E-02      1.49894250E-01      9.88486408E-01
      2.69500000E-01       2      1.00000000E+00     -2.06478818E-02     -1.49894250E-01      9.88486408E-01
      2.69600000E-01       1      1.00000000E+00      1.81839121E-02      1.50090166E-01      9.88505077E-01
      2.69600000E-01       2      1.00000000E+00     -1.81839121E-02     -1.50090166E-01      9.88505077E-01
      2.69700000E-01       1      1.00000000E+00      1.57190148E-02      1.50245715E-01      9.88523716E-01
      2.69700000E-01       2      1.00000000E+00     -1.57190148E-02     -1.50245715E-01      9.88523716E-01
      2.69800000E-01       1      1.00000000E+00      1.32538494E-02      1.50360917E-01      9.88542326E-01
      2.69800000E-01       2      1.00000000E+00     -1.32538494E-02     -1.50360917E-01      9.88542326E-01
      2.69900000E-01       1      1.00000000E+00      1.07890744E-02      1.50435805E-01      9.88560906E-01
      2.69900000E-01       2      1.00000000E+00     -1.07890744E-02     -1.50435805E-01      9.88560906E-01
      2.70000000E-01       1      1.00000000E+00      8.32534702E-03      1.50470420E-01      9.88579456E-01
      2.70000000E-01       2      1.00000000E+00     -8.32534702E-03     -1.50470420E-01      9.88579456E-01
      2.70100000E-01       1      1.00000000E+00      5.86332335E-03      1.50464818E-01      9.88597977E-01
      2.70100000E-01       2      1.00000000E+00     -5.86332335E-03     -1.50464818E-01      9.88597977E-01
      2.70200000E-01       1      1.00000000E+00      3.40365802E-03      1.50419061E-01      9.88616468E-01
      2.70200000E-01       2      1.00000000E+00     -3.40365802E-03     -1.50419061E-01      9.88616468E-01
      2.70300000E-01       1      1.00000000E+00      9.47003990E-04      1.50333224E-01      9.88634930E-01
      2.70300000E-01       2      1.00000000E+00     -9.47003990E-04     -1.50333224E-01      9.88634930E-01
      2.70400000E-01       1      1.00000000E+00     -1.50598754E-03      1.50207394E-01      9.88653362E-01
      2.70400000E-01       2      1.00000000E+00      1.50598754E-03     -1.50207394E-01      9.88653362E-01
      2.70500000E-01       1      1.00000000E+00     -3.95466734E-03      1.50041664E-01      9.88671765E-01
      2.70500000E-01       2      1.00000000E+00      3.95466734E-03     -1.50041664E-01      9.88671765E-01
      2.70600000E-01       1      1.00000000E+00     -6.39838834E-03      1.49836143E-01      9.88690139E-01
      2.70600000E-01       2      1.00000000E+00      6.39838834E-03     -1.49836143E-01      9.88690139E-01
      2.70700000E-01       1      1.00000000E+00     -8.83650576E-03      1.49590946E-01      9.88708483E-01
